Genome	Family	Number_genomes_hit	Max_ani	Max_prots	Max_prop
amPh_18	Siphoviridae	83	58.955	2	0.09090909090909091
amPh_18	Kyanoviridae	5	38.571	1	0.045454545454545456
amPh_18	Peduoviridae	17	48.592	2	0.09090909090909091
amPh_18	Salasmaviridae	6	47.973	1	0.045454545454545456
amPh_18	Podoviridae	44	50.0	2	0.09090909090909091
amPh_18	Ackermannviridae	1	52.817	1	0.045454545454545456
amPh_18	Pervagoviridae	1	27.35	1	0.045454545454545456
amPh_18	Guelinviridae	2	27.848	1	0.045454545454545456
amPh_18	Demerecviridae	1	31.776	1	0.045454545454545456
amPh_18	Schitoviridae	1	34.965	1	0.045454545454545456
amPh_18	Casjensviridae	2	38.028	1	0.045454545454545456
amPh_19	Unclassified	65	34.711	5	0.15625
amPh_19	Ackermannviridae	18	30.952	2	0.0625
amPh_19	Myoviridae	68	37.736	2	0.0625
amPh_19	Kyanoviridae	48	31.2415	2	0.0625
amPh_19	Straboviridae	57	32.335	2	0.0625
amPh_19	Podoviridae	1	41.071	1	0.03125
amPh_19	Siphoviridae	19	44.595	1	0.03125
amPh_19	Peduoviridae	14	34.848	1	0.03125
amPh_1	Unclassified	149	71.795	6	0.2
amPh_1	Siphoviridae	150	85.075	9	0.3
amPh_1	Vilmaviridae	10	30.556	2	0.06666666666666667
amPh_1	Kyanoviridae	3	62.687	1	0.03333333333333333
amPh_1	Myoviridae	75	61.429	3	0.1
amPh_1	Herelleviridae	8	73.469	1	0.03333333333333333
amPh_1	Guelinviridae	1	50.0	1	0.03333333333333333
amPh_1	Drexlerviridae	4	54.667	1	0.03333333333333333
amPh_1	Suoliviridae	1	41.096	1	0.03333333333333333
amPh_1	Podoviridae	2	43.038	3	0.1
amPh_1	Demerecviridae	2	57.407	1	0.03333333333333333
amPh_1	Zobellviridae	3	52.778	1	0.03333333333333333
amPh_1	Salasmaviridae	4	64.419	1	0.03333333333333333
amPh_1	Straboviridae	1	42.857	1	0.03333333333333333
amPh_1	Autographiviridae	2	48.333	1	0.03333333333333333
amPh_1	Zierdtviridae	1	41.176	1	0.03333333333333333
amPh_20	Myoviridae	49	56.701	1	0.06666666666666667
amPh_20	Unclassified	146	52.113	2	0.13333333333333333
amPh_20	Zierdtviridae	8	44.156	1	0.06666666666666667
amPh_20	Demerecviridae	5	35.165	1	0.06666666666666667
amPh_20	Casjensviridae	2	32.828	1	0.06666666666666667
amPh_20	Siphoviridae	63	73.077	2	0.13333333333333333
amPh_20	Vilmaviridae	2	30.46	1	0.06666666666666667
amPh_20	Autographiviridae	7	51.351	1	0.06666666666666667
amPh_20	Mesyanzhinovviridae	6	27.781	2	0.13333333333333333
amPh_20	Ackermannviridae	3	38.318	1	0.06666666666666667
amPh_20	Schitoviridae	2	30.935	1	0.06666666666666667
amPh_20	Steigviridae	1	34.756	1	0.06666666666666667
amPh_20	Straboviridae	2	50.286	1	0.06666666666666667
amPh_20	Assiduviridae	2	32.075	1	0.06666666666666667
amPh_20	Aggregaviridae	1	32.121	1	0.06666666666666667
amPh_20	Peduoviridae	1	36.471	1	0.06666666666666667
amPh_20	Podoviridae	7	62.5	2	0.13333333333333333
amPh_20	Molycolviridae	1	31.884	1	0.06666666666666667
amPh_21	Unclassified	303	57.143	9	0.16363636363636364
amPh_21	Siphoviridae	397	57.759	9	0.16363636363636364
amPh_21	Drexlerviridae	39	38.936749999999996	6	0.10909090909090909
amPh_21	Casjensviridae	34	45.32	4	0.07272727272727272
amPh_21	Suoliviridae	5	34.058	2	0.03636363636363636
amPh_21	Myoviridae	163	65.217	6	0.10909090909090909
amPh_21	Podoviridae	61	52.838	3	0.05454545454545454
amPh_21	Kyanoviridae	26	52.381	2	0.03636363636363636
amPh_21	Straboviridae	18	46.774	2	0.03636363636363636
amPh_21	Peduoviridae	13	43.873	3	0.05454545454545454
amPh_21	Autographiviridae	67	44.716	2	0.03636363636363636
amPh_21	Ackermannviridae	8	38.75	1	0.01818181818181818
amPh_21	Duneviridae	1	28.061	1	0.01818181818181818
amPh_21	Halomagnusviridae	1	29.384	1	0.01818181818181818
amPh_21	Herelleviridae	10	49.351	1	0.01818181818181818
amPh_21	Zierdtviridae	5	38.596	1	0.01818181818181818
amPh_21	Schitoviridae	1	37.9495	2	0.03636363636363636
amPh_21	Orlajensenviridae	3	24.929	1	0.01818181818181818
amPh_21	Demerecviridae	3	37.5	1	0.01818181818181818
amPh_21	Vilmaviridae	1	26.829	1	0.01818181818181818
amPh_21	Zobellviridae	5	38.889	1	0.01818181818181818
amPh_21	Salasmaviridae	3	30.526	1	0.01818181818181818
amPh_21	Assiduviridae	2	48.148	1	0.01818181818181818
amPh_21	Suolaviridae	1	26.482	1	0.01818181818181818
amPh_21	Helgolandviridae	1	22.634	1	0.01818181818181818
amPh_21	Steigviridae	2	35.165	1	0.01818181818181818
amPh_21	Pachyviridae	1	28.239	1	0.01818181818181818
amPh_21	Mesyanzhinovviridae	1	32.117	1	0.01818181818181818
amPh_21	Vertoviridae	2	28.085	2	0.03636363636363636
amPh_21	Hafunaviridae	1	24.715	1	0.01818181818181818
amPh_21	Druskaviridae	1	22.667	1	0.01818181818181818
amPh_22	Drexlerviridae	40	57.447	2	0.08695652173913043
amPh_22	Siphoviridae	104	63.333	4	0.17391304347826086
amPh_22	Unclassified	43	66.667	2	0.08695652173913043
amPh_22	Casjensviridae	5	37.097	2	0.08695652173913043
amPh_22	Myoviridae	24	41.026	1	0.043478260869565216
amPh_22	Podoviridae	5	40.307	2	0.08695652173913043
amPh_22	Schitoviridae	1	43.0	1	0.043478260869565216
amPh_22	Peduoviridae	4	52.727	1	0.043478260869565216
amPh_22	Mesyanzhinovviridae	1	51.923	1	0.043478260869565216
amPh_22	Autographiviridae	1	35.0	1	0.043478260869565216
amPh_22	Straboviridae	1	32.524	1	0.043478260869565216
amPh_22	Winoviridae	1	32.143	1	0.043478260869565216
amPh_22	Helgolandviridae	1	29.545	1	0.043478260869565216
amPh_23	Myoviridae	106	71.739	8	0.20512820512820512
amPh_23	Unclassified	322	69.565	10	0.2564102564102564
amPh_23	Siphoviridae	352	68.0	19	0.48717948717948717
amPh_23	Zierdtviridae	8	34.054	1	0.02564102564102564
amPh_23	Demerecviridae	20	41.176	2	0.05128205128205128
amPh_23	Podoviridae	30	62.903	6	0.15384615384615385
amPh_23	Casjensviridae	6	43.478	2	0.05128205128205128
amPh_23	Vilmaviridae	2	28.641	1	0.02564102564102564
amPh_23	Autographiviridae	7	47.826	1	0.02564102564102564
amPh_23	Schitoviridae	8	34.286	1	0.02564102564102564
amPh_23	Ackermannviridae	3	42.584	1	0.02564102564102564
amPh_23	Orlajensenviridae	3	28.648	2	0.05128205128205128
amPh_23	Steigviridae	1	43.75	1	0.02564102564102564
amPh_23	Peduoviridae	11	42.234	2	0.05128205128205128
amPh_23	Straboviridae	2	41.935	1	0.02564102564102564
amPh_23	Assiduviridae	3	33.143	2	0.05128205128205128
amPh_23	Helgolandviridae	1	22.768	1	0.02564102564102564
amPh_23	Aggregaviridae	1	43.275	1	0.02564102564102564
amPh_23	Drexlerviridae	1	31.489571428571427	7	0.1794871794871795
amPh_23	Leisingerviridae	1	27.66	1	0.02564102564102564
amPh_23	Zobellviridae	1	41.085	1	0.02564102564102564
amPh_23	Molycolviridae	1	32.308	1	0.02564102564102564
amPh_24	Unclassified	424	67.8285	16	0.17391304347826086
amPh_24	Myoviridae	164	71.47178571428572	17	0.18478260869565216
amPh_24	Siphoviridae	513	78.79392857142857	31	0.33695652173913043
amPh_24	Casjensviridae	4	40.0	1	0.010869565217391304
amPh_24	Schitoviridae	23	69.643	3	0.03260869565217391
amPh_24	Pachyviridae	2	31.6865	2	0.021739130434782608
amPh_24	Drexlerviridae	39	44.19777777777778	14	0.15217391304347827
amPh_24	Herelleviridae	32	56.25	2	0.021739130434782608
amPh_24	Demerecviridae	23	42.4945	3	0.03260869565217391
amPh_24	Steigviridae	6	50.0	2	0.021739130434782608
amPh_24	Autographiviridae	75	53.061	4	0.043478260869565216
amPh_24	Straboviridae	22	50.0	7	0.07608695652173914
amPh_24	Podoviridae	102	64.045	6	0.06521739130434782
amPh_24	Mesyanzhinovviridae	12	41.9915	5	0.05434782608695652
amPh_24	Rountreeviridae	5	45.902	1	0.010869565217391304
amPh_24	Haloferuviridae	2	26.19	1	0.010869565217391304
amPh_24	Assiduviridae	1	38.135999999999996	2	0.021739130434782608
amPh_24	Suolaviridae	1	36.0	1	0.010869565217391304
amPh_24	Chaseviridae	3	42.857	1	0.010869565217391304
amPh_24	Zobellviridae	8	46.903999999999996	2	0.021739130434782608
amPh_24	Intestiviridae	3	40.385	1	0.010869565217391304
amPh_24	Vilmaviridae	2	36.6695	2	0.021739130434782608
amPh_24	Peduoviridae	10	70.833	3	0.03260869565217391
amPh_24	Winoviridae	1	26.718	1	0.010869565217391304
amPh_24	Naomviridae	1	32.207	2	0.021739130434782608
amPh_24	Helgolandviridae	1	28.8	1	0.010869565217391304
amPh_24	Suoliviridae	6	36.496	2	0.021739130434782608
amPh_24	Ackermannviridae	4	55.172	1	0.010869565217391304
amPh_24	Zierdtviridae	1	30.872	1	0.010869565217391304
amPh_24	Kyanoviridae	1	43.548	1	0.010869565217391304
amPh_24	Forsetiviridae	1	30.299333333333333	3	0.03260869565217391
amPh_25	Unclassified	189	58.150333333333336	16	0.34782608695652173
amPh_25	Drexlerviridae	32	35.385	2	0.043478260869565216
amPh_25	Straboviridae	28	56.41	3	0.06521739130434782
amPh_25	Casjensviridae	34	35.1438	7	0.15217391304347827
amPh_25	Myoviridae	147	76.9433448275862	29	0.6304347826086957
amPh_25	Siphoviridae	188	63.483	11	0.2391304347826087
amPh_25	Demerecviridae	7	55.67	2	0.043478260869565216
amPh_25	Podoviridae	33	46.9445	3	0.06521739130434782
amPh_25	Peduoviridae	36	57.143	11	0.2391304347826087
amPh_25	Herelleviridae	6	26.577	1	0.021739130434782608
amPh_25	Duneviridae	1	25.911	1	0.021739130434782608
amPh_25	Autographiviridae	42	39.496	1	0.021739130434782608
amPh_25	Ackermannviridae	3	37.273	2	0.043478260869565216
amPh_25	Schitoviridae	4	39.286	1	0.021739130434782608
amPh_25	Mesyanzhinovviridae	3	32.258	1	0.021739130434782608
amPh_25	Kyanoviridae	2	41.509	1	0.021739130434782608
amPh_25	Zobellviridae	3	36.522	1	0.021739130434782608
amPh_25	Helgolandviridae	1	27.189	1	0.021739130434782608
amPh_26	Unclassified	327	64.9135	28	0.2028985507246377
amPh_26	Siphoviridae	387	74.195875	32	0.2318840579710145
amPh_26	Myoviridae	171	70.9421052631579	19	0.13768115942028986
amPh_26	Drexlerviridae	38	44.444	3	0.021739130434782608
amPh_26	Demerecviridae	11	48.936	1	0.007246376811594203
amPh_26	Podoviridae	98	58.491	7	0.050724637681159424
amPh_26	Peduoviridae	45	62.57026470588235	34	0.2463768115942029
amPh_26	Casjensviridae	18	46.386	2	0.014492753623188406
amPh_26	Straboviridae	26	69.154	2	0.014492753623188406
amPh_26	Autographiviridae	49	57.303	2	0.014492753623188406
amPh_26	Duneviridae	1	22.083	1	0.007246376811594203
amPh_26	Ackermannviridae	11	53.169	2	0.014492753623188406
amPh_26	Herelleviridae	9	40.0	2	0.014492753623188406
amPh_26	Schitoviridae	6	46.691	3	0.021739130434782608
amPh_26	Suoliviridae	2	41.0	2	0.014492753623188406
amPh_26	Zobellviridae	2	43.056	1	0.007246376811594203
amPh_26	Helgolandviridae	1	22.843	1	0.007246376811594203
amPh_26	Forsetiviridae	1	24.51033333333333	3	0.021739130434782608
amPh_26	Vertoviridae	2	28.365	1	0.007246376811594203
amPh_26	Leisingerviridae	1	21.646	1	0.007246376811594203
amPh_26	Steigviridae	2	34.375	1	0.007246376811594203
amPh_26	Hafunaviridae	1	26.4	1	0.007246376811594203
amPh_26	Kyanoviridae	1	31.746	1	0.007246376811594203
amPh_26	Chaseviridae	1	24.26	1	0.007246376811594203
amPh_26	Pyrstoviridae	1	24.186	1	0.007246376811594203
amPh_26	Assiduviridae	1	27.746	1	0.007246376811594203
amPh_26	Anaerodiviridae	1	24.26	1	0.007246376811594203
amPh_27	Unclassified	136	67.5	16	0.64
amPh_27	Casjensviridae	34	43.504	2	0.08
amPh_27	Straboviridae	24	56.41	2	0.08
amPh_27	Myoviridae	113	89.80799999999999	23	0.92
amPh_27	Siphoviridae	139	57.5812	7	0.28
amPh_27	Peduoviridae	35	59.051	11	0.44
amPh_27	Kyanoviridae	3	33.333	1	0.04
amPh_27	Ackermannviridae	2	53.731	1	0.04
amPh_27	Demerecviridae	2	55.67	1	0.04
amPh_27	Chaseviridae	1	38.889	1	0.04
amPh_27	Podoviridae	3	47.692	1	0.04
amPh_27	Herelleviridae	2	26.577	1	0.04
amPh_27	Drexlerviridae	1	26.087	1	0.04
amPh_27	Vilmaviridae	3	29.714	1	0.04
amPh_27	Winoviridae	1	26.174	1	0.04
amPh_27	Schitoviridae	1	39.286	1	0.04
amPh_27	Autographiviridae	1	39.394	1	0.04
amPh_28	Siphoviridae	92	45.333	6	0.5454545454545454
amPh_28	Unclassified	53	47.3065	4	0.36363636363636365
amPh_28	Mesyanzhinovviridae	8	37.931	3	0.2727272727272727
amPh_28	Myoviridae	14	47.059	2	0.18181818181818182
amPh_28	Casjensviridae	19	38.889	2	0.18181818181818182
amPh_28	Ackermannviridae	4	23.016	1	0.09090909090909091
amPh_28	Drexlerviridae	1	38.793	1	0.09090909090909091
amPh_28	Podoviridae	1	41.0	1	0.09090909090909091
amPh_28	Straboviridae	2	27.907	1	0.09090909090909091
amPh_29	Siphoviridae	141	43.868	3	0.12
amPh_29	Unclassified	102	41.706	4	0.16
amPh_29	Mesyanzhinovviridae	12	29.114	3	0.12
amPh_29	Drexlerviridae	10	30.645	1	0.04
amPh_29	Myoviridae	13	29.766	2	0.08
amPh_29	Autographiviridae	1	29.53	1	0.04
amPh_29	Leisingerviridae	1	21.693	1	0.04
amPh_29	Podoviridae	3	31.061	1	0.04
amPh_29	Straboviridae	1	26.2365	2	0.08
amPh_29	Zobellviridae	2	24.8	1	0.04
amPh_2	Podoviridae	3	36.585	1	0.05
amPh_2	Unclassified	11	33.651	1	0.05
amPh_2	Siphoviridae	6	29.592	1	0.05
amPh_2	Myoviridae	4	40.426	1	0.05
amPh_30	Unclassified	210	56.098	11	0.275
amPh_30	Drexlerviridae	37	39.506	1	0.025
amPh_30	Straboviridae	14	54.783	1	0.025
amPh_30	Kyanoviridae	30	38.235	2	0.05
amPh_30	Myoviridae	113	55.469	11	0.275
amPh_30	Siphoviridae	134	64.015	3	0.075
amPh_30	Autographiviridae	68	41.667	1	0.025
amPh_30	Peduoviridae	44	44.40831578947368	23	0.575
amPh_30	Salasmaviridae	6	47.692	1	0.025
amPh_30	Podoviridae	24	41.06	2	0.05
amPh_30	Demerecviridae	1	20.417	1	0.025
amPh_30	Winoviridae	1	28.309	1	0.025
amPh_30	Orlajensenviridae	3	41.304	1	0.025
amPh_30	Ackermannviridae	1	36.585	1	0.025
amPh_30	Druskaviridae	1	28.731	1	0.025
amPh_30	Zobellviridae	5	41.085	1	0.025
amPh_30	Graaviviridae	2	27.16	1	0.025
amPh_30	Assiduviridae	1	23.792	1	0.025
amPh_30	Aggregaviridae	1	24.074	1	0.025
amPh_30	Leisingerviridae	1	23.693	1	0.025
amPh_30	Casjensviridae	2	39.623	1	0.025
amPh_30	Anaerodiviridae	1	28.488	1	0.025
amPh_31	Myoviridae	122	54.054	9	0.2647058823529412
amPh_31	Unclassified	204	62.791	8	0.23529411764705882
amPh_31	Siphoviridae	122	60.9845	3	0.08823529411764706
amPh_31	Zierdtviridae	8	33.838	1	0.029411764705882353
amPh_31	Peduoviridae	44	73.28775862068966	29	0.8529411764705882
amPh_31	Casjensviridae	7	46.032	2	0.058823529411764705
amPh_31	Drexlerviridae	3	41.27	1	0.029411764705882353
amPh_31	Kyanoviridae	15	43.284	1	0.029411764705882353
amPh_31	Vilmaviridae	1	37.5	1	0.029411764705882353
amPh_31	Podoviridae	11	54.286	1	0.029411764705882353
amPh_31	Autographiviridae	6	45.283	1	0.029411764705882353
amPh_31	Schitoviridae	4	38.571	2	0.058823529411764705
amPh_31	Steigviridae	1	43.678	1	0.029411764705882353
amPh_31	Herelleviridae	2	31.746	1	0.029411764705882353
amPh_31	Straboviridae	4	40.0	1	0.029411764705882353
amPh_31	Assiduviridae	3	35.294	2	0.058823529411764705
amPh_31	Suolaviridae	1	30.837	1	0.029411764705882353
amPh_31	Aggregaviridae	1	40.782	1	0.029411764705882353
amPh_31	Ackermannviridae	2	42.424	1	0.029411764705882353
amPh_31	Anaerodiviridae	1	37.097	1	0.029411764705882353
amPh_31	Vertoviridae	2	27.556	1	0.029411764705882353
amPh_31	Hafunaviridae	1	25.61	1	0.029411764705882353
amPh_31	Molycolviridae	1	29.245	1	0.029411764705882353
amPh_31	Haloferuviridae	1	37.975	1	0.029411764705882353
amPh_32	Siphoviridae	73	39.437	1	0.05555555555555555
amPh_32	Unclassified	57	42.714	2	0.1111111111111111
amPh_32	Myoviridae	48	39.437	2	0.1111111111111111
amPh_32	Peduoviridae	31	59.0929	10	0.5555555555555556
amPh_32	Herelleviridae	5	29.341	1	0.05555555555555555
amPh_32	Casjensviridae	2	63.107	1	0.05555555555555555
amPh_32	Podoviridae	5	65.19	1	0.05555555555555555
amPh_32	Druskaviridae	1	26.596	1	0.05555555555555555
amPh_32	Autographiviridae	2	64.474	1	0.05555555555555555
amPh_32	Duneviridae	1	18.434	1	0.05555555555555555
amPh_32	Straboviridae	4	31.707	1	0.05555555555555555
amPh_32	Halomagnusviridae	1	23.715	1	0.05555555555555555
amPh_32	Anaerodiviridae	1	23.913	1	0.05555555555555555
amPh_32	Vertoviridae	2	32.0	1	0.05555555555555555
amPh_32	Pachyviridae	1	27.488	1	0.05555555555555555
amPh_33	Unclassified	72	52.381	4	0.19047619047619047
amPh_33	Drexlerviridae	32	43.089	1	0.047619047619047616
amPh_33	Myoviridae	67	52.459	3	0.14285714285714285
amPh_33	Siphoviridae	61	50.0	2	0.09523809523809523
amPh_33	Peduoviridae	44	44.6125	9	0.42857142857142855
amPh_33	Kyanoviridae	3	38.235	1	0.047619047619047616
amPh_33	Straboviridae	4	36.667	1	0.047619047619047616
amPh_33	Salasmaviridae	6	47.692	1	0.047619047619047616
amPh_33	Autographiviridae	58	46.018	1	0.047619047619047616
amPh_33	Podoviridae	20	42.241	1	0.047619047619047616
amPh_33	Ackermannviridae	1	37.778	1	0.047619047619047616
amPh_33	Zobellviridae	5	38.655	1	0.047619047619047616
amPh_33	Casjensviridae	2	42.478	1	0.047619047619047616
amPh_34	Myoviridae	95	46.19	9	0.13846153846153847
amPh_34	Unclassified	326	64.286	8	0.12307692307692308
amPh_34	Vilmaviridae	9	38.043	2	0.03076923076923077
amPh_34	Siphoviridae	335	52.226	10	0.15384615384615385
amPh_34	Zierdtviridae	8	37.629	1	0.015384615384615385
amPh_34	Podoviridae	27	46.154	3	0.046153846153846156
amPh_34	Casjensviridae	7	39.56	2	0.03076923076923077
amPh_34	Duneviridae	1	35.638	1	0.015384615384615385
amPh_34	Autographiviridae	9	43.636	1	0.015384615384615385
amPh_34	Ackermannviridae	4	45.909	1	0.015384615384615385
amPh_34	Schitoviridae	6	36.508	1	0.015384615384615385
amPh_34	Drexlerviridae	4	65.385	3	0.046153846153846156
amPh_34	Orlajensenviridae	3	28.296	1	0.015384615384615385
amPh_34	Steigviridae	1	45.143	1	0.015384615384615385
amPh_34	Peduoviridae	6	46.939	1	0.015384615384615385
amPh_34	Straboviridae	1	34.328	1	0.015384615384615385
amPh_34	Assiduviridae	2	30.319	1	0.015384615384615385
amPh_34	Aggregaviridae	1	43.429	1	0.015384615384615385
amPh_34	Molycolviridae	1	28.814	1	0.015384615384615385
amPh_35	Schitoviridae	4	41.818	1	0.009009009009009009
amPh_35	Myoviridae	82	50.0	3	0.02702702702702703
amPh_35	Unclassified	423	59.524	9	0.08108108108108109
amPh_35	Siphoviridae	392	77.612	15	0.13513513513513514
amPh_35	Vilmaviridae	13	35.720749999999995	5	0.04504504504504504
amPh_35	Straboviridae	20	42.105	2	0.018018018018018018
amPh_35	Kyanoviridae	43	28.492	1	0.009009009009009009
amPh_35	Zierdtviridae	10	32.96	4	0.036036036036036036
amPh_35	Autographiviridae	31	50.0	1	0.009009009009009009
amPh_35	Casjensviridae	2	33.613	2	0.018018018018018018
amPh_35	Podoviridae	18	50.0	1	0.009009009009009009
amPh_35	Demerecviridae	1	42.222	1	0.009009009009009009
amPh_35	Halomagnusviridae	1	47.5	1	0.009009009009009009
amPh_35	Herelleviridae	9	37.662	2	0.018018018018018018
amPh_35	Ackermannviridae	4	32.18366666666667	3	0.02702702702702703
amPh_35	Peduoviridae	1	32.787	1	0.009009009009009009
amPh_35	Anaerodiviridae	1	28.006	2	0.018018018018018018
amPh_35	Vertoviridae	2	27.273	1	0.009009009009009009
amPh_35	Winoviridae	1	30.769	1	0.009009009009009009
amPh_35	Chaseviridae	2	37.681	1	0.009009009009009009
amPh_35	Mesyanzhinovviridae	1	36.905	1	0.009009009009009009
amPh_35	Zobellviridae	1	36.09	1	0.009009009009009009
amPh_36	Unclassified	197	54.412	10	0.37037037037037035
amPh_36	Siphoviridae	185	70.238	3	0.1111111111111111
amPh_36	Zierdtviridae	4	28.571	1	0.037037037037037035
amPh_36	Vilmaviridae	1	43.137	1	0.037037037037037035
amPh_36	Myoviridae	6	32.8	2	0.07407407407407407
amPh_37	Unclassified	385	56.757	12	0.14457831325301204
amPh_37	Myoviridae	127	55.851	11	0.13253012048192772
amPh_37	Siphoviridae	400	57.971	30	0.3614457831325301
amPh_37	Mesyanzhinovviridae	12	35.2615	4	0.04819277108433735
amPh_37	Drexlerviridae	39	45.00216666666667	10	0.12048192771084337
amPh_37	Zierdtviridae	8	45.098	1	0.012048192771084338
amPh_37	Podoviridae	95	56.627875	8	0.0963855421686747
amPh_37	Casjensviridae	8	38.960499999999996	2	0.024096385542168676
amPh_37	Straboviridae	19	50.0	7	0.08433734939759036
amPh_37	Schitoviridae	10	44.186	2	0.024096385542168676
amPh_37	Vilmaviridae	3	43.1075	2	0.024096385542168676
amPh_37	Ackermannviridae	8	46.774	2	0.024096385542168676
amPh_37	Autographiviridae	12	53.333	1	0.012048192771084338
amPh_37	Steigviridae	1	39.766	1	0.012048192771084338
amPh_37	Peduoviridae	9	38.647	2	0.024096385542168676
amPh_37	Demerecviridae	2	48.684	1	0.012048192771084338
amPh_37	Assiduviridae	3	35.453500000000005	2	0.024096385542168676
amPh_37	Naomviridae	1	28.436	1	0.012048192771084338
amPh_37	Aggregaviridae	1	31.9235	2	0.024096385542168676
amPh_37	Pachyviridae	1	26.875	1	0.012048192771084338
amPh_37	Vertoviridae	1	26.393	1	0.012048192771084338
amPh_37	Molycolviridae	1	26.056	1	0.012048192771084338
amPh_38	Siphoviridae	402	62.295	26	0.37142857142857144
amPh_38	Unclassified	355	62.712	10	0.14285714285714285
amPh_38	Myoviridae	151	68.182	12	0.17142857142857143
amPh_38	Mesyanzhinovviridae	12	30.750999999999998	3	0.04285714285714286
amPh_38	Drexlerviridae	40	60.526	3	0.04285714285714286
amPh_38	Casjensviridae	12	40.107	3	0.04285714285714286
amPh_38	Zierdtviridae	8	44.444	1	0.014285714285714285
amPh_38	Demerecviridae	5	24.262	1	0.014285714285714285
amPh_38	Podoviridae	75	61.75927272727272	11	0.15714285714285714
amPh_38	Peduoviridae	13	50.725	2	0.02857142857142857
amPh_38	Schitoviridae	13	36.066	2	0.02857142857142857
amPh_38	Vilmaviridae	3	34.548	2	0.02857142857142857
amPh_38	Autographiviridae	9	53.333	1	0.014285714285714285
amPh_38	Halomagnusviridae	1	31.298	1	0.014285714285714285
amPh_38	Ackermannviridae	4	49.383	1	0.014285714285714285
amPh_38	Steigviridae	1	39.181	1	0.014285714285714285
amPh_38	Suoliviridae	2	31.183	1	0.014285714285714285
amPh_38	Straboviridae	8	44.865	6	0.08571428571428572
amPh_38	Assiduviridae	3	35.1745	3	0.04285714285714286
amPh_38	Naomviridae	1	28.2705	2	0.02857142857142857
amPh_38	Aggregaviridae	1	34.422	2	0.02857142857142857
amPh_38	Pachyviridae	1	29.771	1	0.014285714285714285
amPh_38	Chaseviridae	1	25.751	1	0.014285714285714285
amPh_38	Zobellviridae	2	32.743	1	0.014285714285714285
amPh_38	Anaerodiviridae	1	34.8745	2	0.02857142857142857
amPh_38	Vertoviridae	1	31.008	1	0.014285714285714285
amPh_38	Molycolviridae	1	26.056	1	0.014285714285714285
amPh_38	Haloferuviridae	1	24.014	1	0.014285714285714285
amPh_39	Unclassified	304	75.0	12	0.15584415584415584
amPh_39	Myoviridae	186	72.00416666666666	12	0.15584415584415584
amPh_39	Kyanoviridae	47	29.442	3	0.03896103896103896
amPh_39	Zierdtviridae	8	36.145	1	0.012987012987012988
amPh_39	Podoviridae	28	49.08	2	0.025974025974025976
amPh_39	Siphoviridae	189	58.065	7	0.09090909090909091
amPh_39	Peduoviridae	44	63.74925	24	0.3116883116883117
amPh_39	Casjensviridae	3	38.542	1	0.012987012987012988
amPh_39	Straboviridae	39	46.08433333333333	3	0.03896103896103896
amPh_39	Drexlerviridae	25	36.765	1	0.012987012987012988
amPh_39	Vilmaviridae	3	62.42	1	0.012987012987012988
amPh_39	Herelleviridae	53	43.609	1	0.012987012987012988
amPh_39	Ackermannviridae	13	37.9535	2	0.025974025974025976
amPh_39	Autographiviridae	20	63.38	2	0.025974025974025976
amPh_39	Hafunaviridae	4	33.793	2	0.025974025974025976
amPh_39	Halomagnusviridae	1	31.098	1	0.012987012987012988
amPh_39	Zobellviridae	2	50.0	1	0.012987012987012988
amPh_39	Schitoviridae	1	40.0	1	0.012987012987012988
amPh_39	Steigviridae	1	38.012	1	0.012987012987012988
amPh_39	Demerecviridae	1	47.5	1	0.012987012987012988
amPh_39	Mesyanzhinovviridae	1	40.351	1	0.012987012987012988
amPh_39	Assiduviridae	2	35.714	1	0.012987012987012988
amPh_39	Aggregaviridae	1	39.521	1	0.012987012987012988
amPh_39	Crevaviridae	1	55.556	1	0.012987012987012988
amPh_39	Molycolviridae	1	28.003	2	0.025974025974025976
amPh_3	Unclassified	148	68.966	12	0.48
amPh_3	Myoviridae	86	86.45266666666667	11	0.44
amPh_3	Zierdtviridae	8	36.145	1	0.04
amPh_3	Peduoviridae	29	36.305125	9	0.36
amPh_3	Casjensviridae	2	38.542	1	0.04
amPh_3	Siphoviridae	80	73.75	7	0.28
amPh_3	Vilmaviridae	2	34.091	1	0.04
amPh_3	Autographiviridae	7	63.38	1	0.04
amPh_3	Ackermannviridae	4	36.111	1	0.04
amPh_3	Steigviridae	1	38.012	1	0.04
amPh_3	Straboviridae	2	49.39	1	0.04
amPh_3	Assiduviridae	2	35.714	1	0.04
amPh_3	Podoviridae	12	54.118	1	0.04
amPh_3	Aggregaviridae	1	39.521	1	0.04
amPh_3	Crevaviridae	1	55.556	1	0.04
amPh_3	Zobellviridae	1	50.0	1	0.04
amPh_3	Molycolviridae	1	28.058	1	0.04
amPh_40	Unclassified	148	44.505	5	0.1388888888888889
amPh_40	Siphoviridae	313	47.5	12	0.3333333333333333
amPh_40	Myoviridae	44	40.19	4	0.1111111111111111
amPh_40	Casjensviridae	1	30.457	1	0.027777777777777776
amPh_40	Podoviridae	18	61.29	2	0.05555555555555555
amPh_40	Demerecviridae	2	29.032	1	0.027777777777777776
amPh_40	Orlajensenviridae	3	25.094	2	0.05555555555555555
amPh_40	Mesyanzhinovviridae	3	26.861	1	0.027777777777777776
amPh_40	Suolaviridae	1	35.87	1	0.027777777777777776
amPh_40	Naomviridae	1	23.423	1	0.027777777777777776
